Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
358,Jason Thompson,29,TOR,C,19,6,292,.485,9.7,.773,.394,.197,.076,.106,.227,.529,.654,.538,.000,.429,.333,.704,1.000,.061,4,.133,.000,0,0,,thompja02
359,Ryan Kelly,24,LAL,PF,36,0,470,.369,12.9,.752,.242,.188,.134,.188,.248,.446,.500,.393,.300,.536,.135,.720,1.000,.027,3,.216,.125,1,0,,kellyry01
360,Brian Roberts,30,2TM,PG,51,0,470,.448,14.9,.745,.188,.115,.091,.352,.255,.480,.645,.368,.333,.466,.357,.356,.667,.000,0,.167,.286,0,0,,roberbr01
360,Brian Roberts,30,CHO,PG,30,0,333,.443,14.8,.765,.191,.104,.096,.374,.235,.477,.591,.417,.273,.488,.333,.357,.556,.000,0,.111,.000,0,0,,roberbr01
360,Brian Roberts,30,POR,PG,21,0,137,.460,15.1,.700,.180,.140,.080,.300,.300,.486,.778,.286,.500,.400,.400,.353,.833,.000,0,.267,.500,0,0,,roberbr01
361,James Jones,35,CLE,SF,48,0,463,.408,21.7,.268,.035,.021,.106,.113,.732,.447,.800,.667,.333,.438,.394,.765,.927,.007,1,.212,.455,0,0,,jonesja02
362,Andre Miller,39,2TM,PG,39,4,461,.557,8.4,.925,.462,.179,.208,.075,.075,.582,.612,.579,.500,.625,.250,.333,1.000,.000,0,.125,.000,3,0,,millean02
362,Andre Miller,39,MIN,PG,26,0,280,.621,8.5,.931,.534,.138,.190,.069,.069,.648,.677,.625,.545,.750,.250,.371,1.000,.000,0,.000,,3,0,,millean02
362,Andre Miller,39,SAS,PG,13,4,181,.479,8.4,.917,.375,.229,.229,.083,.083,.500,.500,.545,.455,.500,.250,.273,1.000,.000,0,.250,.000,0,0,,millean02
363,Greivis Vásquez,29,MIL,PG,23,0,460,.326,16.9,.471,.174,.130,.072,.094,.529,.415,.458,.278,.600,.385,.247,.444,.667,.000,0,.137,.200,2,0,,vasqugr01
364,Ryan Hollins,31,2TM,C,37,12,460,.620,4.4,1.000,.633,.304,.038,.025,.000,.620,.700,.458,1.000,.000,,.714,,.354,24,,,0,0,,holliry01
364,Ryan Hollins,31,WAS,C,5,3,48,.571,6.3,1.000,.429,.286,.143,.143,.000,.571,.667,.500,1.000,.000,,.750,,.143,1,,,0,0,,holliry01
364,Ryan Hollins,31,MEM,C,32,9,412,.625,2.4,1.000,.653,.306,.028,.014,.000,.625,.702,.455,1.000,.000,,.711,,.375,23,,,0,0,,holliry01
365,J.J. Hickson,27,2TM,C,35,9,436,.516,5.2,.994,.561,.213,.135,.084,.006,.519,.690,.303,.286,.308,.000,.713,,.187,29,.000,,0,0,,hicksjj01
365,J.J. Hickson,27,DEN,C,20,9,305,.505,4.7,1.000,.587,.183,.147,.083,.000,.505,.672,.250,.188,.444,,.764,,.211,23,,,0,0,,hicksjj01
365,J.J. Hickson,27,WAS,C,15,0,131,.543,5.7,.978,.500,.283,.109,.087,.022,.556,.739,.385,.600,.000,.000,.600,,.130,6,.000,,0,0,,hicksjj01
366,Rasual Butler,36,SAS,SF,46,0,432,.471,16.0,.529,.183,.115,.106,.135,.471,.618,.789,.250,.455,.786,.306,.676,1.000,.029,3,.388,.316,0,0,,butlera01
367,Reggie Bullock,24,DET,SF,37,0,429,.439,16.6,.459,.204,.051,.112,.092,.541,.467,.550,.400,.364,.444,.415,.619,1.000,.020,2,.491,.500,0,0,,bullore01
368,Willie Reed,25,BRK,C,39,2,426,.571,3.7,1.000,.609,.286,.060,.045,.000,.571,.704,.421,.250,.167,,.684,,.211,24,,,0,0,,reedwi02
369,Jared Cunningham,24,2TM,SG,44,3,410,.343,14.0,.629,.362,.124,.029,.114,.371,.364,.579,.000,.333,.083,.308,.667,1.000,.086,7,.487,.421,1,0,,cunnija01
369,Jared Cunningham,24,CLE,SG,40,3,355,.352,11.9,.648,.385,.110,.033,.121,.352,.373,.571,.000,.333,.091,.313,.682,1.000,.099,7,.500,.438,0,0,,cunnija01
369,Jared Cunningham,24,MIL,SG,4,0,55,.286,16.1,.500,.214,.214,.000,.071,.500,.286,.667,.000,,.000,.286,.500,1.000,.000,0,.429,.333,1,0,,cunnija01
370,Chris Andersen,37,2TM,C,27,15,402,.528,10.8,.806,.639,.056,.028,.083,.194,.586,.674,.000,.000,.500,.286,.676,1.000,.097,7,.071,.000,0,0,,anderch01
370,Chris Andersen,37,MIA,C,7,1,36,.400,15.2,.500,.300,.100,.000,.100,.500,.400,.667,.000,,.000,.400,.000,1.000,.100,1,.000,,0,0,,anderch01
370,Chris Andersen,37,MEM,C,20,14,366,.548,6.4,.855,.694,.048,.032,.081,.145,.604,.674,.000,.000,.600,.222,.719,1.000,.097,6,.111,.000,0,0,,anderch01
371,Kendall Marshall,24,PHI,PG,30,6,400,.364,16.4,.585,.169,.127,.119,.169,.415,.391,.550,.267,.429,.300,.327,.296,.875,.000,0,.224,.364,1,0,,marshke01
372,Sergey Karasev,22,BRK,SF,40,5,399,.405,17.2,.500,.203,.068,.081,.149,.500,.514,.600,.800,.167,.455,.297,.632,1.000,.000,0,.270,.200,1,0,,karasse01
373,Salah Mejri,29,DAL,C,34,6,397,.628,1.7,.987,.859,.103,.000,.026,.013,.636,.716,.125,,.000,.000,.755,,.423,31,.000,,0,0,,mejrisa01
374,Lamar Patterson,24,ATL,SG,35,0,395,.350,17.3,.388,.250,.025,.050,.063,.613,.516,.650,.500,.250,.200,.245,.750,.917,.000,0,.265,.385,0,0,,pattela01
375,Joe Young,23,IND,PG,41,0,384,.367,14.7,.728,.207,.136,.071,.320,.272,.423,.571,.304,.333,.389,.217,.173,.700,.030,4,.196,.222,0,0,,youngjo01
376,Darrun Hilliard,22,DET,SG,38,2,383,.397,15.9,.618,.214,.099,.076,.237,.382,.407,.571,.077,.400,.387,.380,.424,.895,.015,2,.400,.350,3,0,,hillida01
377,Jarell Martin,21,MEM,PF,27,0,380,.466,7.8,.983,.466,.172,.129,.216,.017,.474,.574,.350,.600,.280,.000,.574,,.052,5,.000,,1,0,,martija01
378,Montrezl Harrell,22,HOU,PF,39,1,379,.644,3.4,.989,.667,.233,.022,.067,.011,.652,.750,.524,.000,.333,.000,.638,,.311,26,.000,,0,0,,harremo01
379,Mike Miller,35,DEN,SF,47,2,373,.355,22.2,.161,.032,.065,.032,.032,.839,.300,.500,.250,.500,.000,.365,.667,.842,.000,0,.192,.400,0,0,,millemi01
380,JaVale McGee,28,DAL,C,34,2,370,.575,3.6,.993,.664,.179,.067,.082,.007,.579,.719,.250,.111,.545,.000,.701,,.388,49,.000,,0,0,,mcgeeja01
381,Michael Beasley,27,HOU,PF,20,0,363,.522,8.9,.956,.361,.205,.161,.229,.044,.531,.649,.476,.455,.447,.333,.567,1.000,.049,10,.667,.333,0,0,,beaslmi01
382,Chris McCullough,20,BRK,PF,24,4,362,.404,14.0,.688,.303,.092,.055,.229,.312,.413,.545,.300,.167,.360,.382,.710,.923,.119,11,.235,.250,1,0,,mcculch01
383,Tyler Hansbrough,30,CHO,PF,44,0,343,.451,3.5,.958,.606,.310,.028,.014,.042,.441,.581,.182,.500,.000,.667,.567,1.000,.141,9,.000,,0,0,,hansbty01
384,James Ennis III,25,3TM,SF,22,5,329,.478,16.0,.487,.372,.044,.009,.062,.513,.509,.595,.200,.000,.286,.448,.714,.885,.097,10,.276,.563,0,0,,ennisja01
384,James Ennis III,25,MIA,SF,3,0,7,,,,,,,,,,,,,,,,,,0,,,0,0,,ennisja01
384,James Ennis III,25,MEM,SF,10,0,40,.308,18.1,.385,.231,.000,.000,.154,.615,.400,.667,,,.000,.250,.500,1.000,.077,1,.125,1.000,0,0,,ennisja01
384,James Ennis III,25,NOP,SF,9,5,282,.500,13.8,.500,.390,.050,.010,.050,.500,.520,.590,.200,.000,.400,.480,.731,.875,.100,9,.300,.533,0,0,,ennisja01
385,Cristiano Felício,23,CHI,C,31,4,321,.556,7.0,.944,.583,.097,.028,.236,.056,.588,.619,.571,.500,.529,.000,.800,,.139,9,.000,,0,0,,feliccr01
386,Robert Sacre,26,LAL,C,25,1,320,.413,7.1,1.000,.280,.373,.213,.133,.000,.413,.619,.143,.625,.400,,.710,,.067,5,,,0,0,,sacrero01
387,R.J. Hunter,22,BOS,SG,36,0,315,.367,19.6,.357,.133,.061,.010,.153,.643,.486,.615,.333,1.000,.400,.302,.647,.842,.031,3,.365,.261,0,0,,hunterj01
388,Terry Rozier,21,BOS,PG,39,0,311,.274,12.4,.745,.292,.142,.132,.179,.255,.291,.355,.200,.214,.316,.222,.261,1.000,.000,0,.333,.333,0,0,,roziete01
389,Drew Gooden,34,WAS,PF,30,0,305,.320,15.3,.602,.243,.087,.107,.175,.398,.419,.480,.333,.364,.389,.171,.423,1.000,.019,1,.146,.333,0,0,,goodedr01
390,Axel Toupane,23,DEN,SF,21,0,305,.357,16.5,.429,.229,.043,.043,.114,.571,.400,.563,.000,.000,.375,.325,.917,1.000,.014,1,1.000,.325,0,0,,toupaax01
391,Jordan Hamilton,25,NOP,SF,11,4,304,.422,14.0,.612,.293,.121,.086,.112,.388,.507,.647,.357,.300,.462,.289,.389,.769,.017,2,.156,.143,0,0,,hamiljo02
392,Kostas Papanikolaou,25,DEN,SF,26,6,294,.364,15.7,.515,.288,.061,.076,.091,.485,.412,.579,.000,.200,.333,.313,.571,.900,.015,1,.250,.250,1,0,,papanko01
393,Jordan Farmar,29,MEM,PG,12,10,291,.420,15.8,.550,.200,.100,.090,.160,.450,.473,.550,.300,.333,.563,.356,.192,.438,.000,0,.244,.364,0,0,,farmajo01
394,Phil Pressey,24,2TM,PG,23,0,283,.385,9.8,.769,.462,.115,.051,.141,.231,.433,.583,.111,.500,.182,.222,.115,.500,.038,1,.056,.000,1,0,,pressph01
394,Phil Pressey,24,PHI,PG,14,0,170,.382,10.4,.764,.455,.127,.055,.127,.236,.405,.560,.000,.333,.286,.308,.176,.500,.036,1,.077,.000,1,0,,pressph01
394,Phil Pressey,24,PHO,PG,9,0,113,.391,9.3,.783,.478,.087,.043,.174,.217,.500,.636,.500,1.000,.000,.000,.000,,.043,0,.000,,0,0,,pressph01
395,Bryce Dejean-Jones,23,NOP,SG,14,11,279,.406,15.3,.536,.319,.014,.058,.145,.464,.432,.455,.000,.250,.500,.375,.375,.833,.101,4,.188,.333,0,0,,dejeabr01
396,Damjan Rudež,29,MIN,SF,33,0,277,.403,20.3,.194,.161,.016,.016,.000,.806,.667,.800,.000,.000,,.340,.750,1.000,.016,1,.240,.250,1,0,,rudezda01
397,Henry Sims,25,BRK,C,14,4,263,.429,7.8,1.000,.416,.195,.195,.182,.000,.429,.531,.400,.333,.357,,.879,,.039,3,,,0,0,,simshe01
398,James Michael McAdoo,23,GSW,PF,41,1,262,.536,3.8,.976,.643,.226,.060,.048,.024,.537,.648,.105,.800,.750,.500,.773,1.000,.190,15,.000,,0,0,,mcadoja01
399,Udonis Haslem,35,MIA,PF,37,0,260,.377,13.1,.852,.197,.115,.213,.328,.148,.423,.667,.571,.385,.250,.111,.909,1.000,.016,1,.667,.167,0,0,,hasleud01
400,Jeremy Evans,28,DAL,SF,30,2,251,.542,10.3,.667,.521,.063,.021,.063,.333,.688,.760,.333,.000,.667,.250,.864,1.000,.271,12,.438,.143,0,0,,evansje01
401,Devyn Marble,23,ORL,SG,28,0,249,.296,15.8,.549,.239,.070,.070,.169,.451,.333,.529,.400,.000,.167,.250,.462,1.000,.000,0,.250,.375,0,0,,marblde01
402,Xavier Munford,23,MEM,SG,14,0,244,.416,13.5,.701,.156,.273,.130,.143,.299,.426,.500,.429,.300,.455,.391,.304,.778,.013,1,.217,.400,0,0,,munfoxa02
403,K.J. McDaniels,22,HOU,SF,37,1,235,.403,11.0,.653,.403,.139,.056,.056,.347,.468,.552,.400,.250,.250,.280,.545,.857,.153,10,.360,.333,0,0,,mcdankj01
404,Delon Wright,23,TOR,PG,27,1,229,.450,8.2,.838,.513,.188,.063,.088,.163,.463,.561,.333,.200,.286,.385,.161,.200,.013,1,.154,.000,0,0,,wrighde01
405,Lucas Nogueira,23,TOR,C,29,1,225,.636,3.1,.932,.818,.068,.023,.023,.068,.659,.722,.333,.000,.000,.333,.963,1.000,.409,17,.000,,0,0,,noguelu01
406,Elton Brand,36,PHI,C,17,1,225,.431,10.9,.986,.153,.125,.514,.194,.014,.437,.727,.444,.270,.643,.000,.839,,.000,0,1.000,.000,0,0,,brandel01
407,DeJuan Blair,26,WAS,C,29,0,218,.412,8.2,.985,.382,.250,.221,.132,.015,.418,.538,.294,.400,.333,.000,.821,,.000,0,.000,,1,0,,blairde01
408,Brandan Wright,28,MEM,PF,12,2,212,.673,4.2,1.000,.519,.346,.058,.077,.000,.673,.815,.556,.000,.750,,.714,,.269,13,,,0,0,,wrighbr03
409,Matt Bonner,35,SAS,C,30,2,206,.509,19.2,.404,.123,.105,.070,.105,.596,.609,.429,.833,.750,.500,.441,.714,1.000,.000,0,.147,.400,1,0,,bonnema01
410,Michael Kidd-Gilchrist,22,CHO,SF,7,7,205,.541,6.8,.885,.574,.131,.082,.098,.115,.556,.657,.250,.400,.500,.429,.533,1.000,.082,5,.429,.333,0,0,,kiddgmi01
411,Lou Amundson,33,NYK,PF,29,0,204,.358,4.8,1.000,.566,.226,.113,.094,.000,.358,.533,.167,.000,.200,,.632,,.038,2,,,0,0,,amundlo01
412,James Young,20,BOS,SG,29,0,199,.306,20.2,.278,.139,.056,.083,.000,.722,.500,.400,1.000,.333,,.231,.600,1.000,.000,0,.423,.091,2,0,,youngja01
413,Jordan McRae,24,2TM,PG,22,1,195,.436,12.8,.718,.295,.141,.179,.103,.282,.429,.609,.182,.429,.250,.455,.208,.500,.026,2,.227,.400,0,0,,mcraejo01
413,Jordan McRae,24,PHO,PG,7,0,82,.423,14.6,.577,.308,.038,.115,.115,.423,.533,.625,.000,.667,.333,.273,.250,.667,.077,2,.273,.333,0,0,,mcraejo01
413,Jordan McRae,24,CLE,PG,15,1,113,.442,11.0,.788,.288,.192,.212,.096,.212,.390,.600,.200,.364,.200,.636,.188,.429,.000,0,.182,.500,0,0,,mcraejo01
414,Greg Smith,25,MIN,PF,18,0,192,.563,1.4,1.000,.844,.156,.000,.000,.000,.563,.593,.400,,,,.778,,.219,5,,,0,0,,smithgr02
415,Alan Anderson,33,WAS,SG,13,0,192,.356,18.7,.373,.153,.085,.102,.034,.627,.409,.556,.200,.333,.500,.324,.333,1.000,.000,0,.216,.375,1,0,,anderal01
416,Caron Butler,35,SAC,SF,17,1,176,.424,18.8,.695,.034,.051,.153,.458,.305,.537,.500,.667,.667,.481,.167,.636,1.000,.000,0,.278,.200,1,0,,butleca01
417,Elijah Millsap,28,UTA,SG,20,0,173,.282,9.4,.692,.513,.128,.000,.051,.308,.370,.500,.000,,.000,.083,.500,1.000,.026,0,.500,.167,0,0,,millsel01
418,Briante Weber,23,2TM,PG,7,4,169,.359,9.2,.872,.103,.256,.231,.282,.128,.412,.750,.200,.333,.545,.000,.214,,.000,0,.000,,0,0,,weberbr01
418,Briante Weber,23,MEM,PG,6,4,166,.342,13.4,.868,.105,.237,.237,.289,.132,.394,.750,.111,.333,.545,.000,.231,,.000,0,.000,,0,0,,weberbr01
418,Briante Weber,23,MIA,PG,1,0,3,1.000,5.0,1.000,.000,1.000,.000,.000,.000,1.000,,1.000,,,,.000,,.000,0,,,0,0,,weberbr01
419,C.J. Wilcox,25,LAC,SG,23,0,167,.394,16.9,.652,.152,.061,.091,.348,.348,.395,.700,.000,.333,.348,.391,.647,.889,.015,1,.130,1.000,0,0,,wilcocj01
420,Spencer Dinwiddie,22,DET,PG,12,0,159,.352,9.9,.815,.333,.185,.148,.130,.185,.409,.611,.100,.375,.429,.100,.111,.000,.019,1,.000,,0,0,,dinwisp01
421,Chris Copeland,31,MIL,PF,24,1,156,.333,19.2,.294,.137,.078,.020,.059,.706,.467,.714,.500,.000,.000,.278,.571,1.000,.000,0,.222,.125,0,0,,copelch01
422,Damien Inglis,20,MIL,SF,20,1,156,.351,13.7,.649,.351,.081,.135,.081,.351,.417,.615,.333,.200,.000,.231,.700,.667,.054,2,.385,.400,1,0,,inglida01
423,Nikola Peković,30,MIN,C,12,3,156,.380,4.5,1.000,.360,.600,.040,.000,.000,.380,.500,.300,.500,,,.842,,.000,0,,,0,0,,pekovni01
424,Cleanthony Early,24,NYK,SF,17,2,154,.300,15.3,.625,.250,.075,.025,.275,.375,.320,.500,.333,.000,.182,.267,.625,1.000,.000,0,.400,.000,0,0,,earlycl01
425,Jarell Eddie,24,WAS,SF,26,0,147,.308,22.1,.277,.046,.077,.031,.123,.723,.278,.000,.200,.000,.500,.319,.800,.933,.000,0,.213,.300,1,0,,eddieja01
426,Christian Wood,20,PHI,PF,17,0,145,.415,9.0,.792,.453,.170,.075,.094,.208,.429,.625,.111,.500,.000,.364,.667,.750,.151,6,.182,.500,0,0,,woodch01
427,Tony Wroten,22,PHI,PG,8,3,144,.338,8.4,.738,.569,.123,.031,.015,.262,.396,.486,.000,.000,1.000,.176,.158,1.000,.000,0,.059,.000,0,0,,wroteto01
428,Pat Connaughton,23,POR,SG,34,0,143,.265,14.2,.571,.286,.122,.061,.102,.429,.286,.429,.167,.000,.200,.238,.500,.800,.000,0,.143,.000,0,0,,connapa01
429,Chris Kaman,33,POR,C,16,2,112,.465,12.3,.907,.209,.140,.186,.372,.093,.487,.556,.667,.250,.500,.250,.737,1.000,.000,0,.250,.000,0,0,,kamanch01
430,Jeff Ayres,28,LAC,C,17,0,107,.522,6.7,.957,.478,.217,.130,.130,.043,.545,.636,.000,1.000,.667,.000,.750,,.087,1,.000,,0,0,,pendeje02
431,Cameron Bairstow,25,CHI,C,18,2,103,.325,10.3,.875,.275,.250,.150,.200,.125,.343,.273,.300,.500,.375,.200,.667,1.000,.000,0,.600,.333,0,0,,bairsca01
432,Orlando Johnson,26,2TM,SG,7,1,101,.265,12.6,.706,.382,.088,.059,.176,.294,.292,.385,.333,.000,.167,.200,.571,1.000,.000,0,.500,.400,0,0,,johnsor01
432,Orlando Johnson,26,PHO,SG,2,0,47,.294,11.9,.706,.471,.059,.059,.118,.294,.333,.500,.000,.000,.000,.200,.500,1.000,.000,0,.600,.333,0,0,,johnsor01
432,Orlando Johnson,26,NOP,SG,5,1,54,.235,13.3,.706,.294,.118,.059,.235,.294,.250,.200,.500,.000,.250,.200,.667,1.000,.000,0,.400,.500,0,0,,johnsor01
433,Joel Anthony,33,DET,C,19,0,96,.600,4.4,1.000,.500,.200,.300,.000,.000,.600,.800,.000,.667,,,.667,,.200,2,,,0,0,,anthojo01
434,Sasha Kaun,30,CLE,C,25,0,95,.529,2.1,1.000,.765,.235,.000,.000,.000,.529,.692,.000,,,,.667,,.059,1,,,0,0,,kaunsa01
435,Aaron Harrison,21,CHO,SG,21,0,93,.263,17.2,.474,.211,.053,.000,.211,.526,.222,.500,.000,,.000,.300,1.000,.667,.000,0,.400,.250,0,0,,harriaa01
436,Anthony Bennett,22,TOR,PF,19,0,84,.296,14.7,.481,.296,.074,.074,.000,.519,.385,.625,.000,.000,,.214,.200,1.000,.074,2,.286,.500,0,0,,bennean01
437,Tibor Pleiß,26,UTA,C,12,0,82,.440,6.1,.920,.520,.240,.040,.120,.080,.478,.462,.167,1.000,1.000,.000,.909,,.120,3,.500,.000,0,0,,pleisti01
438,Edy Tavares,23,ATL,C,11,0,73,.579,2.8,1.000,.737,.158,.053,.053,.000,.579,.714,.333,.000,.000,,.636,,.316,5,,,0,0,,tavarwa01
439,Alex Stepheson,28,2TM,PF,8,0,73,.333,2.1,1.000,.556,.296,.111,.037,.000,.333,.467,.125,.333,.000,,.333,,.000,0,,,0,0,,stephal01
439,Alex Stepheson,28,LAC,PF,4,0,12,1.000,0.0,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,,.000,0,,,0,0,,stephal01
439,Alex Stepheson,28,MEM,PF,4,0,61,.308,4.2,1.000,.538,.308,.115,.038,.000,.308,.429,.125,.333,.000,,.375,,.000,0,,,0,0,,stephal01
440,Mitch McGary,23,OKC,PF,20,0,72,.478,10.1,.826,.391,.130,.087,.217,.174,.579,.667,.333,.500,.600,.000,.545,,.087,2,.500,.000,0,0,,mcgarmi01
441,Alan Williams,23,PHO,PF,10,0,68,.417,2.9,1.000,.583,.375,.042,.000,.000,.417,.429,.444,.000,,,.500,,.000,0,,,0,0,,willial03
442,Russ Smith,24,MEM,PG,15,0,66,.318,8.6,.773,.455,.227,.045,.045,.227,.353,.500,.000,.000,1.000,.200,.167,1.000,.045,1,.200,1.000,0,0,,smithru01
443,Jorge Gutiérrez,27,CHO,PG,12,0,63,.545,12.5,.818,.273,.091,.091,.364,.182,.667,1.000,1.000,.000,.500,.000,.167,,.000,0,.500,.000,0,0,,gutiejo01
444,Lorenzo Brown,25,PHO,PG,8,0,61,.320,15.8,.680,.200,.080,.160,.240,.320,.412,.600,.500,.250,.333,.125,.286,1.000,.000,0,.000,,1,0,,brownlo01
445,Jordan Mickey,21,BOS,PF,16,0,57,.364,3.7,1.000,.682,.136,.091,.091,.000,.364,.467,.000,.500,.000,,.500,,.136,2,,,0,0,,mickejo01
446,Josh Huestis,24,OKC,PF,5,0,55,.417,17.4,.500,.083,.167,.083,.167,.500,.167,1.000,.000,.000,.000,.667,1.000,1.000,.083,1,.333,.500,0,0,,huestjo01
447,Andrew Goudelock,27,HOU,PG,8,0,50,.450,18.0,.550,.000,.200,.150,.200,.450,.727,,.500,1.000,.750,.111,.125,.000,.000,0,.222,.000,0,0,,goudean01
448,Cory Jefferson,25,PHO,PF,8,0,50,.409,5.2,.955,.591,.227,.045,.091,.045,.429,.615,.000,1.000,.000,.000,.778,,.227,5,.000,,0,0,,jeffeco01
449,Eric Moreland,24,SAC,PF,8,0,48,.500,2.5,1.000,.500,.500,.000,.000,.000,.500,1.000,.000,,,,1.000,,.333,2,,,0,0,,moreler01
450,Elliot Williams,26,MEM,PG,5,0,45,.200,19.0,.600,.000,.100,.000,.500,.400,.167,,.000,,.200,.250,1.000,.000,.000,0,.250,.000,0,0,,williel01
451,Steve Novak,32,2TM,PF,10,0,44,.444,23.6,.167,.000,.000,.056,.111,.833,.333,,,1.000,.000,.467,.000,1.000,.000,0,.400,.667,0,0,,novakst01
451,Steve Novak,32,OKC,PF,7,0,24,.500,22.3,.250,.000,.000,.083,.167,.750,.333,,,1.000,.000,.556,.000,1.000,.000,0,.556,.600,0,0,,novakst01
451,Steve Novak,32,MIL,PF,3,0,20,.333,25.0,.000,.000,.000,.000,.000,1.000,,,,,,.333,,1.000,.000,0,.167,1.000,0,0,,novakst01
452,Bruno Caboclo,20,TOR,SF,6,1,43,.083,18.9,.417,.000,.167,.083,.167,.583,.000,,.000,.000,.000,.143,,1.000,.000,0,.714,.200,0,0,,cabocbr01
453,Jodie Meeks,28,DET,SG,3,0,43,.350,15.6,.550,.150,.150,.150,.100,.450,.273,.333,.000,.667,.000,.444,1.000,.500,.000,0,.222,.000,0,0,,meeksjo01
454,Luis Montero,22,POR,SG,12,0,42,.263,18.3,.526,.211,.105,.000,.211,.474,.400,.500,.000,,.500,.111,.250,.000,.000,0,.111,.000,1,0,,montelu01
455,Dahntay Jones,35,CLE,SF,1,0,42,.429,11.1,.857,.286,.214,.143,.214,.143,.417,.000,.667,.500,.667,.500,.400,1.000,.000,0,.500,1.000,0,0,,jonesda02
456,Erick Green,24,2TM,PG,9,0,42,.385,20.5,.615,.000,.154,.154,.308,.385,.500,,.500,.500,.500,.200,.000,1.000,.000,0,.000,,0,0,,greener01
456,Erick Green,24,DEN,PG,3,0,7,.000,24.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,greener01
456,Erick Green,24,UTA,PG,6,0,35,.417,17.0,.667,.000,.167,.167,.333,.333,.500,,.500,.500,.500,.250,.000,1.000,.000,0,.000,,0,0,,greener01
457,Shayne Whittington,24,IND,PF,7,0,41,.455,7.1,.818,.636,.091,.000,.091,.182,.556,.714,.000,,.000,.000,.400,,.000,0,.000,,0,0,,whittsh01
458,Bryce Cotton,23,2TM,PG,8,0,39,.400,15.9,.700,.100,.200,.000,.400,.300,.571,.000,.500,,.750,.000,.250,,.000,0,.000,,0,0,,cottobr01
458,Bryce Cotton,23,PHO,PG,3,0,33,.250,15.3,.625,.125,.250,.000,.250,.375,.400,.000,.500,,.500,.000,.500,,.000,0,.000,,0,0,,cottobr01
458,Bryce Cotton,23,MEM,PG,5,0,6,1.000,16.5,1.000,.000,.000,.000,1.000,.000,1.000,,,,1.000,,.000,,.000,0,,,0,0,,cottobr01
459,Cliff Alexander,20,POR,PF,8,0,36,.500,7.4,1.000,.400,.300,.100,.200,.000,.500,1.000,.000,.000,.500,,.400,,.200,2,,,0,0,,alexacl01
460,Justin Harper,26,DET,PF,5,0,35,.400,24.5,.100,.000,.000,.000,.100,.900,.000,,,,.000,.444,,1.000,.000,0,.000,,0,0,,harpeju01
461,Branden Dawson,22,LAC,PF,6,0,29,.400,2.8,1.000,.600,.400,.000,.000,.000,.400,.333,.500,,,,.500,,.000,0,,,0,0,,dawsobr01
462,Keith Appling,23,ORL,PG,5,0,27,.250,14.9,.625,.250,.000,.125,.250,.375,.400,1.000,,.000,.000,.000,.000,,.000,0,.667,.000,0,0,,applike01
463,Chuck Hayes,32,HOU,C,2,0,24,.500,5.0,1.000,.500,.500,.000,.000,.000,.500,1.000,.000,,,,1.000,,.000,0,,,0,0,,hayesch01
464,Duje Dukan,24,SAC,SF,1,0,24,.200,20.4,.500,.000,.100,.000,.400,.500,.000,,.000,,.000,.400,,1.000,.000,0,.400,.000,0,0,,dukandu01
465,Nate Robinson,31,NOP,PG,2,1,23,.000,24.0,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,robinna01
466,Kevon Looney,19,GSW,PF,5,0,21,.571,12.1,.714,.286,.143,.286,.000,.286,.600,1.000,.000,.500,,.500,.333,1.000,.143,1,.000,,0,0,,looneke01
467,Nazr Mohammed,38,OKC,C,5,0,19,.600,10.0,1.000,.400,.000,.200,.400,.000,.600,1.000,,1.000,.000,,.333,,.000,0,,,0,0,,mohamna01
468,Jarnell Stokes,22,2TM,C,7,0,18,.600,8.2,1.000,.400,.200,.000,.400,.000,.600,1.000,1.000,,.000,,.667,,.000,0,,,0,0,,stokeja01
468,Jarnell Stokes,22,MEM,C,2,0,4,,,,,,,,,,,,,,,,,,0,,,0,0,,stokeja01
468,Jarnell Stokes,22,MIA,C,5,0,14,.600,8.2,1.000,.400,.200,.000,.400,.000,.600,1.000,1.000,,.000,,.667,,.000,0,,,0,0,,stokeja01
469,Jimmer Fredette,26,2TM,SG,6,0,18,.400,18.0,.600,.200,.400,.000,.000,.400,.333,1.000,.000,,,.500,1.000,1.000,.000,0,.000,,0,0,,fredeji01
469,Jimmer Fredette,26,NOP,SG,4,0,13,.250,11.0,.750,.250,.500,.000,.000,.250,.333,1.000,.000,,,.000,1.000,,.000,0,.000,,0,0,,fredeji01
469,Jimmer Fredette,26,NYK,SG,2,0,5,1.000,25.0,.000,.000,.000,.000,.000,1.000,,,,,,1.000,,1.000,.000,0,.000,,0,0,,fredeji01
470,Joe Harris,24,CLE,SG,5,0,15,.250,25.0,.000,.000,.000,.000,.000,1.000,,,,,,.250,,1.000,.000,0,.250,1.000,0,0,,harrijo01
471,Jordan Adams,21,MEM,SG,2,0,15,.333,10.8,.833,.333,.000,.500,.000,.167,.400,.500,,.333,,.000,.500,,.000,0,.000,,0,0,,adamsjo01
